name,date,title,pre_email,company_url
CLOUDWAVE,"May 04, 2022",CloudWave and Tausight Partner to Provide Cloud-Based Managed Service for Industry’s First Situational PHI Awareness Platform,"['tausight@famapr.com', 'CloudWave@svmpr.com']",https://www.healthcaredive.com/press-release/20220504-cloudwave-and-tausight-partner-to-provide-cloud-based-managed-service-for-i/
RIVIA HEALTH,"May 02, 2022",Rivia Health Partners with athenahealth’s Marketplace Program to Make Healthcare Payments Effortless for Providers and Patients with Payment Engagement Technology,rachel@riviahealth.com,https://www.healthcaredive.com/press-release/20220428-rivia-health-partners-with-athenahealths-marketplace-program-to-make-healt/
"TAIWAN SMART CITY DEVELOPMENT PROJECT OFFICE OF INDUSTRIAL DEVELOPMENT BUREAU, M.O.E.A.","April 29, 2022",Taiwan proactively promotes e-sports culture through new invention with somatosensory interactive games,chanyulin@micmail.iii.org.tw,https://www.healthcaredive.com/press-release/20220429-taiwan-proactively-promotes-e-sports-culture-through-new-invention-with-som/
HINGE HEALTH,"April 28, 2022",Hinge Health Launches a Nationally Accessible Women’s Pelvic Health Program,media@hingehealth.com,https://www.healthcaredive.com/press-release/20220428-hinge-health-launches-a-nationally-accessible-womens-pelvic-health-program/
UCM DIGITAL HEALTH,"April 28, 2022",UCM Digital Health partners with Empress EMS to provide mobile integrated health for a higher level of in-home patient care,mmoskal@ucmdigitalhealth.com,https://www.healthcaredive.com/press-release/20220428-ucm-digital-health-partners-with-empress-ems-to-provide-mobile-integrated-h-1/
PRESS GANEY | FORSTA,"April 28, 2022","Press Ganey Advances Technology via Acquisition of Forsta, a Global Leader in Market Research, Customer Experience and Employee Experience","['tfiesel@mpf.com', 'forsta@peppercomm.com']",https://www.healthcaredive.com/press-release/20220427-press-ganey-advances-technology-via-acquisition-of-forsta-a-global-leader/
SENTA PARTNERS,"April 26, 2022","SENTA Accelerates Growth via New Alliance with South Carolina ENT, SENTA’s First partnership in South Carolina",andrea.morgan@sentapartners.com,https://www.healthcaredive.com/press-release/20220426-senta-accelerates-growth-via-new-alliance-with-south-carolina-ent-sentas/
ACCELERATE DIAGNOSTICS,"April 25, 2022",Accelerate Diagnostics Presents New Data at ECCMID 2022 Demonstrating Rapid and Accurate Results Using Automated  Accelerate Arc™ Module and BC Kit,"['investors@axdx.com', 'alexander@takeoncommunications.com']",https://www.healthcaredive.com/press-release/20220425-accelerate-diagnostics-presents-new-data-at-eccmid-2022-demonstrating-rapid/
CYBELLUM,"April 21, 2022",Medical Device Cybersecurity: Trends and Predictions 2022 Survey Report,david@cybellum.com,https://www.healthcaredive.com/press-release/20220421-medical-device-cybersecurity-trends-and-predictions-2022-survey-report-now/
ACCELERATE DIAGNOSTICS,"April 20, 2022",Accelerate Diagnostics Announces New Data for Novel Accelerate Arc™ Module and BC Kit  at ECCMID 2022,"['investors@axdx.com', 'alexander@takeoncommunications.com']",https://www.healthcaredive.com/press-release/20220419-accelerate-diagnostics-announces-new-data-for-novel-accelerate-arctm-module/
ICARIO,"April 19, 2022",Icario Launches Digital Bridge Program to Help Medicaid and Medicare Plans Improve  Broadband Access and Digital Literacy for Members,dani.shupe@icariohealth.com,https://www.healthcaredive.com/press-release/20220418-icario-launches-digital-bridge-program-to-help-medicaid-and-medicare-plans/
ICARIO,"April 14, 2022",Icario Names Healthcare Veteran Troy Jelinek Chief Commercial Officer,dani.shupe@icariohealth.com,https://www.healthcaredive.com/press-release/20220413-icario-names-healthcare-veteran-troy-jelinek-chief-commercial-officer/
ANDERSEN INC.,"April 14, 2022",Andersen Opens New Offices in Europe and Central Asia and Hires IT Professionals,vn@andersenlab.com,https://www.healthcaredive.com/press-release/20220414-andersen-opens-new-offices-in-europe-and-central-asia-and-hires-it-professi/
TIMELYMD,"April 05, 2022",Dr. Bob Booth Named TimelyMD Chief Care Officer,katie.neal@timely.md,https://www.healthcaredive.com/press-release/20220405-dr-bob-booth-named-timelymd-chief-care-officer-1/
VILLAGEMD,"April 05, 2022",VillageMD Expands into Colorado and Welcomes Two New Practices - Associates in Family Medicine and Rocky Mountain Family Practice,Not Provided,https://www.healthcaredive.com/press-release/20220405-villagemd-expands-into-colorado-and-welcomes-two-new-practices-associates/
CARDIOVASCULAR ASSOCIATES OF AMERICA,"April 05, 2022","Cardiovascular Associates of America Aligns with Cardiovascular Industry Veteran, Larry J. Johnston",amorgan26@outlook.com,https://www.healthcaredive.com/press-release/20220405-cardiovascular-associates-of-america-aligns-with-cardiovascular-industry-ve/
IMAT SOLUTIONS,"March 30, 2022","IMAT Solutions Launches New Value-Based Products and Services for Payers, States and HIEs",matt@landrcomm.com,https://www.healthcaredive.com/press-release/20220330-imat-solutions-launches-new-value-based-products-and-services-for-payers-s/
CENTIVO,"March 29, 2022",Marc Backon joins Centivo as Chief Operating Officer,bruce.lee@centivo.com,https://www.healthcaredive.com/press-release/20220328-marc-backon-joins-centivo-as-chief-operating-officer/
ACCELERATE DIAGNOSTICS,"March 28, 2022",Accelerate Diagnostics Announces Launch Of  Accelerate Arc™ Module and BC Kit,"['investors@axdx.com', 'Alexander@takeoncommunications.com']",https://www.healthcaredive.com/press-release/20220325-accelerate-diagnostics-announces-launch-of-accelerate-arctm-module-and-bc-k/
TWENTYEIGHT HEALTH,"March 22, 2022",Twentyeight Health and Truepill Partner to Offer Insurance Coverage for COVID-19 At-Home Rapid Tests,contact@twentyeighthealth.com,https://www.healthcaredive.com/press-release/20220321-twentyeight-health-and-truepill-partner-to-offer-insurance-coverage-for-cov/
"CORAZON, INC.","March 16, 2022",Corazon Announces New Advisor and Team Members,mhartman@corazoninc.com,https://www.healthcaredive.com/press-release/20220316-corazon-announces-new-advisor-and-team-members/
CENTIVO,"March 16, 2022","Nearly 75% of employees will swap health insurance plan features for significant savings, Centivo survey reveals",bruce.lee@centivo.com,https://www.healthcaredive.com/press-release/20220316-nearly-75-of-employees-will-swap-health-insurance-plan-features-for-signif/
THERMAL CUSTOM PACKAGING,"March 15, 2022",Thermal Custom Packaging Supports First Responders with MedShield Case,cglade@thermalcustompackaging.com,https://www.healthcaredive.com/press-release/20220309-thermal-custom-packaging-supports-first-responders-with-medshield-case/
"ACCELERATE DIAGNOSTICS, INC","March 11, 2022",Applying Fundamental Concepts of Antimicrobial Stewardship in an Era of Covid-19,alexander@takeoncommunications.com,https://www.healthcaredive.com/press-release/20220311-applying-fundamental-concepts-of-antimicrobial-stewardship-in-an-era-of-cov/
PEGGY LILLIS FOUNDATION,"March 09, 2022",Patient Advocate Groups and Infectious Disease Non-Profits call for Shift in White House  COVID-19 Strategy,Not Provided,https://www.healthcaredive.com/press-release/20220309-patient-advocate-groups-and-infectious-disease-non-profits-call-for-shift-i/
CARDIOVASCULAR ASSOCIATES OF AMERICA,"March 09, 2022","Cardiovascular Associates of America Partners with Ed Bassin, Ph.D. As Strategic Advisor",amorgan26@outlook.com,https://www.healthcaredive.com/press-release/20220309-cardiovascular-associates-of-america-partners-with-ed-bassin-phd-as-stra/
"COGNOSOS, INC.","March 09, 2022",Cognosos Adds LocationAI™  to RTLS Solution for Healthcare Eliminating the Common Pitfalls of Asset Tracking Solutions,amber.dequiroz@cognosos.com,https://www.healthcaredive.com/press-release/20220308-cognosos-adds-locationaitm-to-rtls-solution-for-healthcare-eliminating-the/
CONNECTIONPOINT,"March 08, 2022","ConnectionPoint Systems, a collaborative funding platform, raises seed round to help healthcare providers increase access to quality care and save millions of Americans from bankruptcy",press@cocopay.co,https://www.healthcaredive.com/press-release/20220308-connectionpoint-systems-a-collaborative-funding-platform-raises-seed-roun/
BASE10 GENETICS,"March 08, 2022","BASE10 Genetics, a Chicago Health-tech Startup, Announces Promotion of Melissa Henry to VP of Operations",mdahlia@base10genetics.com,https://www.healthcaredive.com/press-release/20220308-base10-genetics-announces-promotion-of-melissa-henry-to-vp-of-operations/
HARALD AI OY,"March 08, 2022",Happy Bob integrates with Dexcom CGM to provide a playful way to engage with real-time glucose values,jutta@happybob.app,https://www.healthcaredive.com/press-release/20220306-happy-bob-integrates-with-dexcom-cgm-to-provide-a-playful-way-to-engage-wit/
CLOUDWAVE,"March 07, 2022",CloudWave Introduces New OpSus Vault Backup as a Service Offering for Healthcare,CloudWave@svmpr.com,https://www.healthcaredive.com/press-release/20220307-cloudwave-introduces-new-opsus-vault-backup-as-a-service-offering-for-healt/
MEDISTICS,"March 07, 2022",Medistics and RxCap to Offer Remote Patient Monitoring Services,partnerships@medisticshealth.com,https://www.healthcaredive.com/press-release/20220304-medistics-and-rxcap-to-offer-remote-patient-monitoring-services/
IMAT SOLUTIONS,"March 04, 2022",IMAT Solutions Is Among the Latest to Earn Validated Data Stream Designation in New NCQA Data Aggregator Validation Program,matt@landrcomm.com,https://www.healthcaredive.com/press-release/20220304-imat-solutions-is-among-the-latest-to-earn-validated-data-stream-designatio/
DOCGO,"March 03, 2022","DocGo Unveils the Nation’s First All-Electric, Zero-Emissions Ambulance",docgo@crowepr.com,https://www.healthcaredive.com/press-release/20220303-docgo-unveils-the-nations-first-all-electric-zero-emissions-ambulance/
ADVANCED RECONSTRUCTIVE SURGERY ALLIANCE,"March 02, 2022",Advanced Reconstructive Surgery Alliance Launches Platform,amorgan26@outlook.com,https://www.healthcaredive.com/press-release/20220302-advanced-reconstructive-surgery-alliance-launches-platform/
DIAMETER HEALTH,"March 02, 2022",Diameter Health Announces Solution to Assist with NCQA Data Aggregator Validation,SVMDiameter@svmpr.com,https://www.healthcaredive.com/press-release/20220302-diameter-health-announces-solution-to-assist-with-ncqa-data-aggregator-vali/
ETHERFAX,"March 01, 2022",etherFAX Recognized as a DirectTrust Member and a Leader in Advancing Interoperability Within Healthcare,Not Provided,https://www.healthcaredive.com/press-release/20220301-etherfax-recognized-as-a-directtrust-member-and-a-leader-in-advancing-inter/
INNOVACCER,"March 01, 2022",Alameda County Turns to the Innovaccer Health Cloud to Connect Vulnerable Populations with Vital Community Services,sachin_saxena@innovaccer.com,https://www.healthcaredive.com/press-release/20220301-alameda-county-turns-to-the-innovaccer-health-cloud-to-connect-vulnerable-p/
"CORAZON, INC.","February 25, 2022",Terumo and Corazon Sign Collaboration and Co-Marketing Agreement,"['mhartman@corazoninc.com', 'lori.neuman@terumomedical.com']",https://www.healthcaredive.com/press-release/20220225-terumo-and-corazon-sign-collaboration-and-co-marketing-agreement/
DIAMETER HEALTH,"February 23, 2022",Ciox Health Partners with Diameter Health to Accelerate Its Digital Network Strategy,SVMDiameter@svmpr.com,https://www.healthcaredive.com/press-release/20220223-ciox-health-partners-with-diameter-health-to-accelerate-its-digital-network/
THERMAL CUSTOM PACKAGING,"February 22, 2022",Thermal Custom Packaging Provides Dry Ice Alternative For Allograft Transportation,Not Provided,https://www.healthcaredive.com/press-release/20220215-thermal-custom-packaging-provides-dry-ice-alternative-for-allograft-transpo/
HSBLOX,"February 16, 2022",Former officer of U.S. Army’s 82nd Airborne Division joins HSBlox,Not Provided,https://www.healthcaredive.com/press-release/20220216-former-officer-of-us-armys-82nd-airborne-division-joins-hsblox/
CORAZON,"February 09, 2022",Spectrum Health Lakeland Receives Accreditation for Aortic Valve Procedure from Corazon,mhartman@corazoninc.com,https://www.healthcaredive.com/press-release/20220209-spectrum-health-lakeland-receives-accreditation-for-aortic-valve-procedure/
JSCREEN,"February 09, 2022",JScreen Honors February as National Cancer Prevention Awareness Month,sbender@bendergrouppr.com,https://www.healthcaredive.com/press-release/20220209-february-is-national-cancer-prevention-awareness-month/
CODOXO,"February 08, 2022",Codoxo’s AI Innovation and Resulting Growth Underscore Mission to Disrupt the Healthcare Cost Containment Industry,rduncan@springmarketinggroup.com,https://www.healthcaredive.com/press-release/20220208-codoxos-ai-innovation-and-resulting-growth-underscore-mission-to-disrupt-t/
CENTIVO,"February 08, 2022",Centivo survey reveals devastating toll of the healthcare affordability crisis on US workers,bruce.lee@centivo.com,https://www.healthcaredive.com/press-release/20220208-centivo-survey-reveals-devastating-toll-of-the-healthcare-affordability-cri/
CARDIOVASCULAR ASSOCIATES OF AMERICA,"February 08, 2022",Cardiovascular Associates of America Appoints Pinki Mishra to Executive Team Mishra Named Vice President of Business Development,amorgan26@outlook.com,https://www.healthcaredive.com/press-release/20220208-cardiovascular-associates-of-america-appoints-pinki-mishra-to-executive-tea/
INNOVACCER,"February 08, 2022",Innovaccer Receives 2022 Best in KLAS Award in New Data & Analytics Platforms Category,sachin_saxena@innovaccer.com,https://www.healthcaredive.com/press-release/20220207-innovaccer-receives-2022-best-in-klas-award-in-new-data-analytics-platfor/
BKD CPAS & ADVISORS,"February 07, 2022",BKD named among most trusted health care consultants,mbrothers@bkd.com,https://www.healthcaredive.com/press-release/20220203-bkd-named-among-most-trusted-health-care-consultants/
CODOXO,"February 03, 2022",Healthcare AI Solution Provider Codoxo Raises $20 Million in Oversubscribed Series B Funding Round to Meet Explosive Demand for its Healthcare Integrity Suite,rduncan@springmarketinggroup.com,https://www.healthcaredive.com/press-release/20220202-healthcare-ai-solution-provider-codoxo-raises-20-million-in-oversubscribed/
TRUE ANGLE,"February 02, 2022",True Angle launches a professional suite that allows clinicians to support multiple patients and customize swallowing exercises,Not Provided,https://www.healthcaredive.com/press-release/20220202-true-angle-launches-a-professional-suite-that-allows-clinicians-to-support/
CARDIOVASCULAR ASSOCIATES OF AMERICA,"February 01, 2022","Cardiovascular Associates of America Partners with Industry Veteran, Suzette Jaskie",amorgan26@outlook.com,https://www.healthcaredive.com/press-release/20220201-cardiovascular-associates-of-america-partners-with-industry-veteran-suzett/
AMPLIFON HEARING HEALTH CARE,"January 27, 2022","Amplifon Hearing Health Care Introduces virtual services including hearing loss screening, personalized coaching and aftercare services",dlccoleman@comcast.net,https://www.healthcaredive.com/press-release/20220126-amplifon-hearing-health-care-introduces-virtual-services-including-hearing/
REUTERS EVENTS,"January 25, 2022",Reuters Digital Health forum to bring together global leaders on the transformative potential of technology in healthcare,jack.tiplady@thomsonreuters.com,https://www.healthcaredive.com/press-release/20220125-reuters-digital-health-forum-to-bring-together-global-leaders-on-the-transf/
ICARIO,"January 20, 2022",Icario Celebrates Year of Record Growth and Impact,Not Provided,https://www.healthcaredive.com/press-release/20220119-icario-celebrates-year-of-record-growth-and-impact/
BKD CPAS & ADVISORS,"January 20, 2022",BKD offers flexible reimbursement support suite for health systems,Not Provided,https://www.healthcaredive.com/press-release/20220118-bkd-offers-flexible-reimbursement-support-suite-for-health-systems/
INDUSTRY DIVE,"January 19, 2022",Industry Dive relaunches PharmaVoice,sstruglinski@industrydive.com,https://www.healthcaredive.com/press-release/20220119-industry-dive-relaunches-pharmavoice-1/
CODOXO,"January 19, 2022",At-Home COVID-19 Testing Coverage Mandate Emphasizes Need for Advanced AI for Payment Integrity Teams and SIUs,rduncan@springmarketinggroup.com,https://www.healthcaredive.com/press-release/20220119-at-home-covid-19-testing-coverage-mandate-emphasizes-need-for-advanced-ai-f/
DIAMETER HEALTH,"January 18, 2022",Diameter Health Begins 2022 with Record Growth and Momentum,SVMDiameter@svmpr.com,https://www.healthcaredive.com/press-release/20220118-diameter-health-begins-2022-with-record-growth-and-momentum-2/
TURQUOISE HEALTH,"January 12, 2022",Turquoise Health Launches New Verified Program with Houston Physicians’ Hospital as the First Price Transparency Provider,Not Provided,https://www.healthcaredive.com/press-release/20220112-turquoise-health-launches-new-verified-program-with-houston-physicians-hos/
THERMAL CUSTOM PACKAGING,"January 11, 2022","With Omicron Variant on the Rise, Thermal Custom Packaging (TCP) is Providing Secure Transportation of COVID Vaccine",Not Provided,https://www.healthcaredive.com/press-release/20220102-with-omicron-variant-on-the-rise-thermal-custom-packaging-tcp-is-providi/
SAMEDAY HEALTH,"January 07, 2022","Sameday Health Hiring 1,000 Nurses To Support Country-Wide Clinic Expansion & Launch of House Calls Service",rachelsutton@samedayhealth.com,https://www.healthcaredive.com/press-release/20220107-sameday-health-hiring-1000-nurses-to-support-country-wide-clinic-expansion/
CARDIOVASCULAR ASSOCIATES OF AMERICA,"January 06, 2022",Cardiovascular Associates of America Appoints New Chief Financial Officer,amorgan26@outlook.com,https://www.healthcaredive.com/press-release/20220106-cardiovascular-associates-of-america-appoints-new-chief-financial-officer/
WELLINKS,"January 05, 2022",COPD Foundation and Wellinks Collaborate to Evaluate Integrated Virtual COPD Management Solution,"['wellinks@crosscutstrategies.com', 'mediarelations@copdfoundation.org']",https://www.healthcaredive.com/press-release/20220104-copd-foundation-and-wellinks-collaborate-to-evaluate-integrated-virtual-cop/
ETHERFAX,"January 05, 2022",etherFAX Unlocks Structured Data and Eliminates Information Silos with its Artificial Intelligence Solution for Automated Data Extraction,caroline.smith@springboardpr.com,https://www.healthcaredive.com/press-release/20220104-etherfax-unlocks-structured-data-and-eliminates-information-silos-with-its/
SENTA PARTNERS,"January 04, 2022","SENTA Expands into North Carolina with the Addition of ENT Carolina, Growing Presence in Southeast",andrea.morgan@sentapartners.com,https://www.healthcaredive.com/press-release/20220104-senta-expands-into-north-carolina-with-the-addition-of-ent-carolina-growin-2/
SENTA PARTNERS,"January 04, 2022","SENTA Expands into North Carolina with the Addition of ENT Carolina, Growing Presence in Southeast",andrea.morgan@sentapartners.com,https://www.healthcaredive.com/press-release/20220104-senta-expands-into-north-carolina-with-the-addition-of-ent-carolina-growin/
HEARTLAND FORWARD,"December 20, 2021",COVID-19 Vaccines  Saved the U.S. Economy $438 Billion,bwoolsey@heartlandforward.org,https://www.healthcaredive.com/press-release/20211217-covid-19-vaccines-saved-the-us-economy-438-billion/
BURNS & MCDONNELL,"December 16, 2021",Healthcare Industry Veterans Join Burns & McDonnell,ejmartens@burnsmcd.com,https://www.healthcaredive.com/press-release/20211216-healthcare-industry-veterans-join-burns-mcdonnell/
1898 & CO.,"December 15, 2021",Burns & McDonnell and 1898 & Co. Adds Two Employee-Owners to Leadership Team in the Southeast Share     Burns & McDonnell and 1898 & Co. Adds Two Employee-Owners to Leadership Team in the Southeast,jajirovec@burnsmcd.com,https://www.healthcaredive.com/press-release/20211214-burns-mcdonnell-and-1898-co-adds-two-employee-owners-to-leadership-tea/
MULTIPLAN CORPORATION,"December 15, 2021",MultiPlan’s End-to-End Surprise Billing Service Gaining Traction,"['press@multiplan.com', 'investor@multiplan.com', 'investor@multiplan.com']",https://www.healthcaredive.com/press-release/20211215-multiplans-end-to-end-surprise-billing-service-gaining-traction/
CARDIOVASCULAR ASSOCIATES OF AMERICA,"December 14, 2021",Cardiovascular Associates of America Launches with Leading Partner  Cardiovascular Medicine of Quad Cities,amorgan26@outlook.com,https://www.healthcaredive.com/press-release/20211213-cardiovascular-associates-of-america-launches-with-leading-partner-cardiov/
COMMEND AMERICAS,"December 14, 2021",​​​​​​​COMMEND CONTINUES TRADITION OF INNOVATION IN HEALTHCARE; IMPROVES OPERATIONS BY EXTENDING THE VALUE OF COMMUNICATIONS,rhianna@compassintegrated.com,https://www.healthcaredive.com/press-release/20211214-commend-continues-tradition-of-innovation-in-healthcare-improves-op/
PHARMADVA,"December 13, 2021",PharmAdva enhances Mayo Clinic's Advanced Care at Home program by leveraging PharmAdva's MedaCube™ medication management solution,press@pharmadva.com,https://www.healthcaredive.com/press-release/20211213-pharmadva-enhances-mayo-clinics-advanced-care-at-home-program-by-leveragin/
CODOXO,"December 08, 2021",New Study from Codoxo Reveals Up to 15 Percent of Telehealth Claims are Non-Compliant with CMS Guidelines,msmyth@springmarketinggroup.com,https://www.healthcaredive.com/press-release/20211208-new-study-from-codoxo-reveals-up-to-15-percent-of-telehealth-claims-are-non/
"TAIWAN SMART CITY DEVELOPMENT PROJECT OFFICE OF INDUSTRIAL DEVELOPMENT BUREAU, M.O.E.A.","December 06, 2021",Smart health: Taiwan launches a new all-in-one smart health solution to build a shared community health center network by connecting with regional medical institutions,Not Provided,https://www.healthcaredive.com/press-release/20211206-smart-health-taiwan-launches-a-new-all-in-one-smart-health-solution-to-bui/
AIRSLATE,"December 06, 2021",The airSlate Academy presents its free webinar on no-code workflow automation for healthcare,PR@airslate.com,https://www.healthcaredive.com/press-release/20211130-free-webinar-healthcare-workflow-automation-patient-centered-approach/
SAMEDAY HEALTH,"November 30, 2021",Sameday Health Launches New Patient-Centric ‘House Calls’ Service  To Provide Quality Home-Based Care,rachelsutton@samedayhealth.com,https://www.healthcaredive.com/press-release/20211130-sameday-health-launches-new-patient-centric-house-calls-service-to-provi/
AMAZON,"November 30, 2021",AWS Supports Roche in Harnessing the Power of Health Data at Scale,Amazon-pr@amazon.com,https://www.healthcaredive.com/press-release/20211130-aws-supports-roche-in-harnessing-the-power-of-health-data-at-scale/
CENTIVO,"November 30, 2021",One in four workers experiencing significant medical expenses report major mental health impacts,bruce.lee@centivo.com,https://www.healthcaredive.com/press-release/20211130-one-in-four-workers-experiencing-significant-medical-expenses-report-major/
ABBOTT,"November 16, 2021",Abbott Launches New Initiative To Drive Diversity In Medical Research And Improve Care Among Under-Represented Populations,Not Provided,https://www.healthcaredive.com/press-release/20211116-abbott-launches-new-initiative-to-drive-diversity-in-medical-research-and-i/
VIBRENT HEALTH,"November 16, 2021",Vibrent Health Leverages AI-Based Technology to Build a Tool Improving COVID Response,pbrown@vibrenthealth.com,https://www.healthcaredive.com/press-release/20211115-vibrent-health-leverages-ai-based-technology-to-build-a-tool-improving-covi-1/
ABBOTT,"November 10, 2021",New Research Finds Challenges in Symptom Recognition and Diagnostic Testing can impact Patient Satisfaction for People with Vascular Disease,Not Provided,https://www.healthcaredive.com/press-release/20211110-new-research-finds-challenges-in-symptom-recognition-and-diagnostic-testing/
PCORI,"November 10, 2021","COVID-19 research, other timely health care topics headline PCORI’s 2021 Annual Meeting November 17-19",skosmetatos@pcori.org,https://www.healthcaredive.com/press-release/20211110-media-advisory-covid-19-research-other-timely-health-care-topics-headline/
"YEGII, INC.","November 10, 2021","Yegii Founder Trond Undheim, PHD Announces Book; Health Tech: Rebooting Society's Software, Hardware and Mindset",Not Provided,https://www.healthcaredive.com/press-release/20211015-futurist-claims-health-tech-cannot-succeed-without-rebooting-societys-soft/
CLINARK,"November 09, 2021","Minority-Owned Clinical Consulting Firm, ClinArk, Sponsors Black Tie Event in Fight Against Sickle Cell Disease",Not Provided,https://www.healthcaredive.com/press-release/20211109-minority-owned-clinical-consulting-firm-clinark-sponsors-black-tie-event/
EXO,"November 03, 2021",Exo Adds Key Industry Leaders to its Board and Executive Leadership Team,"['dani@theabbiagency.com', 'jordanne@theabbiagency.com']",https://www.healthcaredive.com/press-release/20211102-exo-adds-key-industry-leaders-to-its-board-and-executive-leadership-team-2/
PCORI,"October 28, 2021",PCORI adopts National Priorities for Health to guide patient-centered comparative clinical effectiveness research funding,skosmetatos@pcori.org,https://www.healthcaredive.com/press-release/20211028-pcori-adopts-national-priorities-for-health-to-guide-patient-centered-compa/
ORANGE TREE EMPLOYMENT SCREENING,"October 28, 2021",Orange Tree’s New Integration with symplr’s HealthcareSource Makes Hiring Faster,dthompson@otes.com,https://www.healthcaredive.com/press-release/20211028-orange-trees-new-integration-with-symplrs-healthcaresource-makes-hiring-f-1/
NET HEALTH,"October 27, 2021",Net Health Research into Machine Learning for Wound Care Highlighted in Leading Journal,Connie.mulqueen@nethealth.com,https://www.healthcaredive.com/press-release/20211026-net-health-research-into-machine-learning-for-wound-care-highlighted-in-lea-1/
CHAMBERLAIN UNIVERSITY,"October 21, 2021",Chamberlain University and Emory Healthcare Launch Initiative to offer nurses new Pathway to Earn Bachelor’s Degree in Nursing (BSN),"['Anna.Cearley-Rivas@adtalem.com', 'jmchris@emory.edu']",https://www.healthcaredive.com/press-release/20211021-chamberlain-university-and-emory-healthcare-launch-initiative-to-offer-nurs/
VIVACARE,"October 20, 2021","Vivacare Partners with Asthma and Allergy Network to Provide Digital Patient Education Service to their 18,000 Professional Members",Not Provided,https://www.healthcaredive.com/press-release/20211020-vivacare-partners-with-asthma-and-allergy-network-to-provide-digital-patien/
CENTIVO,"October 13, 2021",Centivo Named by Blackstone’s Equity Healthcare as a Preferred Health Plan Offering for its Portfolio Companies,bruce.lee@centivo.com,https://www.healthcaredive.com/press-release/20211013-centivo-named-by-blackstones-equity-healthcare-as-a-preferred-health-plan/
LARK HEALTH,"October 13, 2021",Lark Health Raises $100 Million Series D Funding Round Led by Deerfield Management,lark@crosscutstrategies.com,https://www.healthcaredive.com/press-release/20211012-lark-health-raises-100-million-series-d-funding-round-led-by-deerfield-man/
INTRAPRISE HEALTH,"October 12, 2021",Intraprise Health Announces NIST Assessment Platform to Automate and Accelerate Adoption of NIST for Healthcare,scarroll@intraprisehealth.com,https://www.healthcaredive.com/press-release/20211007-intraprise-health-announces-nist-assessment-platform-automate-and-accelera/
VIRGIN PULSE,"October 09, 2021",Virgin Pulse to Acquire Welltok,press@virginpulse.com,https://www.healthcaredive.com/press-release/20211009-virgin-pulse-to-acquire-welltok/
DIAMETER HEALTH,"October 06, 2021",Diameter Health Names Former Anthem BCBS Executive Jill Hummel to  Board as an Independent Director,kay.blazar@svmpr.com,https://www.healthcaredive.com/press-release/20211005-diameter-health-names-former-anthem-bcbs-executive-jill-hummel-to-board-as/
BONE HEALTH TECHNOLOGIES,"October 06, 2021",Bone Health Technologies Awarded $2.7M NIH Commercialization Readiness Pilot Grant,Not Provided,https://www.healthcaredive.com/press-release/20211006-bone-health-technologies-awarded-27m-nih-commercialization-readiness-pilo/
LIGHTBEAM HEALTH SOLUTIONS,"September 24, 2021",Over $1.5 Billion in MSSP Savings Generated by ACOs Using Lightbeam Platform,Not Provided,https://www.healthcaredive.com/press-release/20210924-over-15-billion-in-mssp-savings-generated-by-acos-using-lightbeam-platfor/
CENTIVO,"September 23, 2021","Centivo raises $51 million as more employers seek affordable, quality healthcare for their employees",bruce.lee@centivo.com,https://www.healthcaredive.com/press-release/20210923-centivo-raises-51-million-as-more-employers-seek-affordable-quality-healt-1/
INNOVACCER INC.,"September 23, 2021",Dayton Children’s Health Partners Moves to the Innovaccer Health Cloud,sachin_saxena@innovaccer.com,https://www.healthcaredive.com/press-release/20210923-dayton-childrens-health-partners-moves-to-the-innovaccer-health-cloud/
FORCE THERAPEUTICS,"September 17, 2021","Force eclipses 110 clinical research studies published with medical journals, associations",Not Provided,https://www.healthcaredive.com/press-release/20210917-force-eclipses-110-clinical-research-studies-published-with-medical-journal/
INNOVACCER INC.,"September 14, 2021",Saint Luke’s Health System Moves to the Innovaccer Health Cloud,sachin_saxena@innovaccer.com,https://www.healthcaredive.com/press-release/20210914-saint-lukes-health-system-moves-to-the-innovaccer-health-cloud/
CLARISHEALTH,"September 13, 2021","ClarisHealth Recognized as Sample Vendor Offering Prospective Payment Integrity Solutions in Gartner® Hype Cycle™ for U.S. Healthcare Payers, 2021",abair@clarishealth.com,https://www.healthcaredive.com/press-release/20210913-clarishealth-recognized-as-sample-vendor-offering-prospective-payment-integ/
"HSBLOX, INC.","August 24, 2021","Enhanced Value-Based Payment, Invoicing Capabilities Drive Latest HSBlox CureAlign Platform Release",panast@acmarketingpr.com,https://www.healthcaredive.com/press-release/20210824-enhanced-value-based-payment-invoicing-capabilities-part-of-hsblox-cureal/
LANETERRALEVER,"August 24, 2021",Report: Elective Healthcare Providers Need to Close a Patient Experience Gap,nick.dan.bergman@laneterralever.com,https://www.healthcaredive.com/press-release/20210823-report-elective-healthcare-providers-need-to-close-a-patient-experience-ga/
NET HEALTH,"August 24, 2021",Net Health Unveils Pioneering Solution to Predict Risk of Amputations and Wound Healing Rates,connie.mulqueen@nethealth.com,https://www.healthcaredive.com/press-release/20210823-net-health-unveils-pioneering-solution-to-predict-risk-of-amputations-and-w-1/
REPUGEN,"August 23, 2021",Study of Online Reviews Reveals the Importance of Having High Star Ratings for Healthcare Providers in 2021,lauren@repugen.com,https://www.healthcaredive.com/press-release/20210819-study-of-online-reviews-reveals-the-importance-of-having-high-star-ratings/
